;individual;family;tribe;genus;subgenus;species;trait;value
1389;B1358;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;intertegularDistance;3,7
1390;B1359;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;intertegularDistance;3,6
1391;B1360;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;intertegularDistance;3,4
1392;B1361;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;intertegularDistance;3,4
1393;B1362;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;intertegularDistance;3,6
1394;M-0282;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;proboscisLength;13,1
1395;M-0518;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;proboscisLength;16,7
1396;M-1042;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;proboscisLength;12,4
1397;M-1575;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;proboscisLength;12,2
1398;B1357;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;proboscisLength;19,4
1399;M-0038;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;20,3
1400;M-0039;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;proboscisLength;18
1401;B1358;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;proboscisLength;19,5
1402;B1359;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;proboscisLength;19,7
1403;B1360;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;proboscisLength;20,7
1404;B1361;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;proboscisLength;19,4
1405;B1362;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;proboscisLength;19,9
1406;J-1048;Apidae;Euglossini;Euglossa;Glossura;Euglossa ignita;proboscisLength;21,83
1407;J-0437;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;intertegularDistance;3
1408;J-1270;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;intertegularDistance;2,98
1409;M-0093;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;intertegularDistance;3,4
1410;M-0094;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;intertegularDistance;3,2
1411;M-0061;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;proboscisLength;19,2
1412;M-0128;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;intertegularDistance;3,1
1413;M-0129;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;intertegularDistance;2,9
1414;M-0130;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;intertegularDistance;3,2
1415;M-0253;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;intertegularDistance;3,2
1416;M-0081;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;20,3
1417;M-0082;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;proboscisLength;22,5
1418;M-0083;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;23,9
1419;M-0307;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;intertegularDistance;3,2
1420;M-0882;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;intertegularDistance;2,8
1421;M-0914;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;intertegularDistance;2,9
1422;M-0915;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;intertegularDistance;3
1423;M-0093;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;proboscisLength;9,1
1424;M-0094;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;proboscisLength;10
1425;M-0128;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;proboscisLength;9,8
1426;M-0129;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;proboscisLength;8,6
1427;M-0130;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;proboscisLength;8,4
1428;M-0253;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;proboscisLength;11
1429;M-0307;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;proboscisLength;10,3
1430;M-0882;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;proboscisLength;8,6
1431;M-0914;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;proboscisLength;8,8
1432;M-0915;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;proboscisLength;8,7
1433;J-0437;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;proboscisLength;9,98
1434;J-1270;Apidae;Euglossini;Euglossa;Euglossa;Euglossa igniventris;proboscisLength;10,83
1435;M-0016;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;intertegularDistance;3,8
1436;M-0108;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;proboscisLength;18,2
1437;M-0017;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;intertegularDistance;3,7
1438;M-0018;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;intertegularDistance;3,8
1439;M-0080;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;intertegularDistance;3,5
1440;M-0549;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;intertegularDistance;3,8
1441;M-1095;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;intertegularDistance;3,3
1442;M-1583;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;intertegularDistance;3,9
1443;M-1585;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;intertegularDistance;3,9
1444;M-1586;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;intertegularDistance;3,7
1445;M-1587;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;intertegularDistance;3,8
1446;M-1660;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;intertegularDistance;3,8
1447;M-1747;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;intertegularDistance;3,2
1448;M-1881;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;intertegularDistance;3,8
1449;M-0126;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;21
1450;B1162;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;intertegularDistance;3,3
1451;M-0016;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;proboscisLength;25,6
1452;M-0017;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;proboscisLength;21,9
1453;M-0018;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;proboscisLength;23,5
1454;M-0080;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;proboscisLength;22,1
1455;M-0549;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;proboscisLength;21,7
1456;M-1095;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;proboscisLength;19,4
1457;M-1583;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;proboscisLength;23
1458;M-1585;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;proboscisLength;22,9
1459;M-1586;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;proboscisLength;22,2
1460;M-0149;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;20,7
1461;M-0150;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;proboscisLength;18,7
1462;M-0172;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;proboscisLength;19,1
1463;M-0173;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;proboscisLength;17,7
1464;M-0189;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;20,7
1465;M-1587;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;proboscisLength;23,8
1466;M-0206;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;18,6
1467;M-0234;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;19,9
1468;M-0235;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;20
1469;M-0236;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;20
1470;M-0237;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;19,4
1471;M-0238;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;20,3
1472;M-0239;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;19,5
1473;M-0240;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;19
1474;M-0241;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;21,1
1475;M-1660;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;proboscisLength;23
1476;M-1747;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;proboscisLength;19,8
1477;M-1881;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;proboscisLength;22,8
1478;B1162;Apidae;Euglossini;Euglossa;Glossura;Euglossa imperialis;proboscisLength;17,7
1479;M-0076;Apidae;Euglossini;Euglossa;Euglossa;Euglossa iopyrrha;intertegularDistance;3,2
1480;M-0076;Apidae;Euglossini;Euglossa;Euglossa;Euglossa iopyrrha;proboscisLength;8,2
1484;M-0021;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;intertegularDistance;3,2
1485;M-0022;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;intertegularDistance;3,3
1486;M-0023;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;intertegularDistance;3,1
1487;M-0024;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;intertegularDistance;3,3
1488;M-C-2049;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;intertegularDistance;2,9
1489;M-0327;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;proboscisLength;22,8
1490;M-0328;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;proboscisLength;21,5
1491;M-0358;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;19,9
1492;M-C-2212;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;intertegularDistance;2,9
1493;B1353;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;intertegularDistance;3,4
1494;M-0434;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;19,2
1495;M-0449;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;22,5
1496;M-0450;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;21,4
1497;M-0451;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;20,7
1498;M-0491;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;proboscisLength;17
1499;M-0492;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;proboscisLength;18,3
1500;B1354;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;intertegularDistance;3,5
1501;M-0499;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;18,5
1502;M-0500;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;18,7
1503;M-0501;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;18,7
1504;B1355;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;intertegularDistance;3,5
1505;B1356;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;intertegularDistance;3,8
1506;M-0021;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;proboscisLength;21,9
1507;M-0022;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;proboscisLength;22,1
1508;M-0548;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;9,2
1509;M-0023;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;proboscisLength;22
1510;M-0024;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;proboscisLength;22,9
1511;M-C-2049;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;proboscisLength;14,6
1512;M-0574;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;20,5
1513;M-0575;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;21,8
1514;M-0576;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;22,2
1515;M-0578;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;proboscisLength;21,2
1516;M-0579;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;proboscisLength;22,4
1517;M-0580;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;proboscisLength;22,6
1518;M-0581;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;proboscisLength;21,9
1519;M-C-2212;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;proboscisLength;8,1
1520;B1353;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;proboscisLength;18,5
1521;M-0605;Apidae;Euglossini;Eufriesea;NA;Eufriesea pulchra;proboscisLength;9,5
1522;B1354;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;proboscisLength;19,7
1523;M-0644;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;proboscisLength;22,8
1524;M-0645;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;proboscisLength;22,9
1525;M-0646;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;20,2
1526;M-0647;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;21,3
1527;M-0684;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;19,8
1528;M-0685;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;19,9
1529;M-0686;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;19,8
1530;B1355;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;proboscisLength;20
1531;M-0713;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;22,2
1532;B1356;Apidae;Euglossini;Euglossa;Glossurella;Euglossa laevicincta;proboscisLength;19,5
1533;M-0170;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;intertegularDistance;3,5
1534;M-0306;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;intertegularDistance;3,5
1535;M-0407;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;intertegularDistance;3,7
1536;M-0445;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;intertegularDistance;3,4
1537;M-0531;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;intertegularDistance;3,5
1538;M-1039;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;intertegularDistance;3,3
1539;M-1644;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;intertegularDistance;3,3
1540;M-1726;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;intertegularDistance;3,6
1541;M-1742;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;intertegularDistance;3,5
1542;M-0796;Apidae;Euglossini;Eulaema;NA;Eulaema flavescens;proboscisLength;23,1
1543;M-0797;Apidae;Euglossini;Eulaema;NA;Eulaema leucopyga;proboscisLength;32,3
1544;M-0814;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;proboscisLength;17,8
1545;M-1471;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;intertegularDistance;3,8
1546;M-0170;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;proboscisLength;6,1
1547;M-0306;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;proboscisLength;6,3
1548;M-0407;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;proboscisLength;7,8
1549;M-0445;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;proboscisLength;7,2
1550;M-0531;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;proboscisLength;6,5
1551;M-1039;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;proboscisLength;6,6
1552;M-1644;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;proboscisLength;7,4
1553;M-1726;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;proboscisLength;7
1554;M-1742;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;proboscisLength;6,7
1555;M-1471;Apidae;Euglossini;Euglossa;Euglossa;Euglossa liopoda;proboscisLength;6,5
1557;M-0981;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;18,2
1558;M-1019;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;9,1
1559;M-0110;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;intertegularDistance;3,2
1560;M-0171;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;intertegularDistance;3,5
1561;M-0250;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;intertegularDistance;3,4
1562;M-0593;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;intertegularDistance;3,6
1563;M-1016;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;intertegularDistance;3,5
1564;M-1014;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;intertegularDistance;3,4
1565;M-1248;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;intertegularDistance;3,3
1566;M-1155;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;20,7
1567;M-C-2229;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;intertegularDistance;3,3
1568;M-0594;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;intertegularDistance;3,4
1569;M-1184;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;8,4
1570;M-0446;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;intertegularDistance;3,3
1571;M-1295;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;21,2
1572;M-1297;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;18,9
1573;M-0110;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;proboscisLength;9,1
1574;M-0171;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;proboscisLength;6
1575;M-0250;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;proboscisLength;6,2
1576;M-0593;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;proboscisLength;6,5
1577;M-1016;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;proboscisLength;6,9
1578;M-1014;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;proboscisLength;6,4
1579;M-1426;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;19,2
1580;M-1427;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;21,5
1581;M-1428;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;20
1582;M-1429;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;20,2
1583;M-1430;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;20,7
1584;M-1431;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;20,6
1585;M-1432;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;19,9
1586;M-1433;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;22,1
1587;M-1434;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;22,4
1588;M-1445;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;23,1
1589;M-1454;Apidae;Euglossini;Eulaema;NA;Eulaema leucopyga;proboscisLength;31,9
1590;M-1461;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;19,6
1591;M-1248;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;proboscisLength;7,5
1592;M-1488;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;9,2
1593;M-1489;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;10,7
1594;M-C-2229;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;proboscisLength;5,9
1595;M-0594;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;proboscisLength;7,2
1596;M-0446;Apidae;Euglossini;Euglossa;Euglossa;Euglossa magnipes;proboscisLength;5,7
1597;M-0089;Apidae;Euglossini;Euglossa;Euglossa;Euglossa milenae;intertegularDistance;2,5
1598;M-0547;Apidae;Euglossini;Euglossa;Euglossa;Euglossa milenae;intertegularDistance;2,8
1599;M-0089;Apidae;Euglossini;Euglossa;Euglossa;Euglossa milenae;proboscisLength;9,5
1600;M-0547;Apidae;Euglossini;Euglossa;Euglossa;Euglossa milenae;proboscisLength;9,4
1603;M-0040;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mixta;intertegularDistance;3,1
1604;M-1595;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;10,1
1605;M-1596;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;9,4
1606;M-1597;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;11,7
1607;M-1598;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;10,2
1608;M-1599;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;9,4
1609;M-1600;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;9,4
1610;M-1601;Apidae;Euglossini;Eufriesea;NA;Eufriesea lucida;proboscisLength;9,5
1611;M-0403;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mixta;intertegularDistance;3,5
1612;M-0754;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mixta;intertegularDistance;3,1
1613;B1110;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mixta;intertegularDistance;3,2
1614;B1111;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mixta;intertegularDistance;3,3
1615;M-1683;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;10,2
1616;M-1684;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;9,9
1617;M-1685;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;10,8
1618;M-1686;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;9,7
1619;M-1687;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;9,9
1620;M-1688;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;9,5
1621;M-1689;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;8,8
1622;M-1690;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;9,8
1623;M-1691;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;9,7
1624;M-1692;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;9,5
1625;B1112;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mixta;intertegularDistance;3,3
1626;B1258;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mixta;intertegularDistance;3,4
1627;B1259;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mixta;intertegularDistance;3,1
1628;B1260;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mixta;intertegularDistance;3,3
1629;M-0040;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mixta;proboscisLength;6,9
1630;M-0403;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mixta;proboscisLength;8,7
1631;M-0754;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mixta;proboscisLength;8,8
1632;M-1868;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;9,4
1633;M-1875;Apidae;Euglossini;Eufriesea;NA;Eufriesea lucida;proboscisLength;8,5
1634;M-1876;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;9,5
1635;M-1877;Apidae;Euglossini;Eufriesea;NA;Eufriesea chrysopyga;proboscisLength;9,8
1636;M-1878;Apidae;Euglossini;Eufriesea;NA;Eufriesea lucifera;proboscisLength;11,4
1637;M-1879;Apidae;Euglossini;Exarete;NA;Exarete smaragdina;proboscisLength;19,8
1638;B1110;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mixta;proboscisLength;6,4
1639;M-C-1922;Apidae;Euglossini;Eufriesea;NA;Eufriesea asarophora;proboscisLength;32,4
1640;M-C-1923;Apidae;Euglossini;Eufriesea;NA;Eufriesea asarophora;proboscisLength;33
1641;B1111;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mixta;proboscisLength;6,8
1642;B1112;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mixta;proboscisLength;5,4
1643;B1258;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mixta;proboscisLength;6,2
1644;B1259;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mixta;proboscisLength;6,3
1645;M-2079;Apidae;Euglossini;Eulaema;NA;Eulaema meriana;proboscisLength;22,6
1646;M-C-2458;Apidae;Euglossini;Eufriesea;NA;Eufriesea flaviventris;proboscisLength;12,15
1647;B1386;Apidae;Euglossini;Eufriesea;NA;Eufriesea purpurata;proboscisLength;5,3
1648;B1164;Apidae;Euglossini;Eufriesea;NA;Eufriesea rufocaudata;proboscisLength;5,7
1649;B1260;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mixta;proboscisLength;6
1650;M-0056;Apidae;Euglossini;Euglossa;Euglossa;Euglossa modestior;intertegularDistance;3,5
1651;M-0057;Apidae;Euglossini;Euglossa;Euglossa;Euglossa modestior;intertegularDistance;3,5
1652;M-0060;Apidae;Euglossini;Euglossa;Euglossa;Euglossa modestior;intertegularDistance;3,6
1653;M-0395;Apidae;Euglossini;Euglossa;Euglossa;Euglossa modestior;intertegularDistance;3,3
1654;M-1496;Apidae;Euglossini;Euglossa;Euglossa;Euglossa modestior;intertegularDistance;3,3
1655;M-2117;Apidae;Euglossini;Euglossa;Euglossa;Euglossa modestior;intertegularDistance;3,4
1656;M-C-2291;Apidae;Euglossini;Euglossa;Euglossa;Euglossa modestior;intertegularDistance;3,5
1657;M-C-2390;Apidae;Euglossini;Euglossa;Euglossa;Euglossa modestior;intertegularDistance;3,3
1658;M-0056;Apidae;Euglossini;Euglossa;Euglossa;Euglossa modestior;proboscisLength;5,8
1659;M-0057;Apidae;Euglossini;Euglossa;Euglossa;Euglossa modestior;proboscisLength;6,6
1660;M-0060;Apidae;Euglossini;Euglossa;Euglossa;Euglossa modestior;proboscisLength;6,9
1661;M-0395;Apidae;Euglossini;Euglossa;Euglossa;Euglossa modestior;proboscisLength;6,6
1662;M-1496;Apidae;Euglossini;Euglossa;Euglossa;Euglossa modestior;proboscisLength;6,6
1663;M-2117;Apidae;Euglossini;Euglossa;Euglossa;Euglossa modestior;proboscisLength;5,8
1664;M-C-2291;Apidae;Euglossini;Euglossa;Euglossa;Euglossa modestior;proboscisLength;6,5
1665;M-C-2390;Apidae;Euglossini;Euglossa;Euglossa;Euglossa modestior;proboscisLength;7,2
1666;M-0214;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mourei;intertegularDistance;3,1
1667;M-0225;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mourei;intertegularDistance;3,4
1668;M-0242;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mourei;intertegularDistance;3,4
