Collection date;Plot;Location;Individual;Group;Genus;Species;Morphotype;Trait;Value;Unit;OBS
;CR09;Understory;K-0887;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;glossaLength;0,842;mm;
;CR09;Understory;K-0888;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;weight;0,0017;g;
;CR09;Understory;K-0888;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;wingLength;3,087;mm;
;CR09;Understory;K-0888;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;intertegularDistance;0,989;mm;
;CR09;Understory;K-0888;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;proboscisLength;1,364;mm;
;CR09;Understory;K-0888;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;prementumLength;0,54;mm;
;CR09;Understory;K-0888;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;glossaLength;0,824;mm;
;CR09;Understory;K-0889;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;weight;0,002;g;
;CR09;Understory;K-0889;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;wingLength;3,045;mm;
;CR09;Understory;K-0889;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;intertegularDistance;0,973;mm;
;CR09;Understory;K-0889;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;proboscisLength;1,193;mm;
;CR09;Understory;K-0889;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;prementumLength;0,526;mm;
;CR09;Understory;K-0889;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;glossaLength;0,667;mm;
;CR09;Understory;K-0890;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;weight;0,0016;g;
;CR09;Understory;K-0890;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;wingLength;2,946;mm;
;CR09;Understory;K-0890;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;intertegularDistance;0,985;mm;
;CR09;Understory;K-0890;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;proboscisLength;1,277;mm;
;CR09;Understory;K-0890;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;prementumLength;0,546;mm;
;CR09;Understory;K-0890;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;glossaLength;0,731;mm;
;CR09;Understory;K-0891;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;weight;0,0019;g;
;CR09;Understory;K-0891;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;wingLength;2,992;mm;
;CR09;Understory;K-0891;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;intertegularDistance;0,955;mm;
;CR09;Understory;K-0891;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;proboscisLength;1,421;mm;
;CR09;Understory;K-0891;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;prementumLength;0,575;mm;
;CR09;Understory;K-0891;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;glossaLength;0,846;mm;
;CR09;Understory;K-0892;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;weight;0,0018;g;
;CR09;Understory;K-0892;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;wingLength;2,991;mm;
;CR09;Understory;K-0892;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;intertegularDistance;0,972;mm;
;CR09;Understory;K-0892;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;proboscisLength;1,213;mm;
;CR09;Understory;K-0892;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;prementumLength;0,537;mm;
;CR09;Understory;K-0892;Apidae: Apinae: Meliponini;Plebeia;Plebeia (Nanoplebeia) minima;MEL-78;glossaLength;0,676;mm;
;CR09;Understory;K-0914;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp1;MEL-50;weight;0,004;g;
;CR09;Understory;K-0914;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp1;MEL-50;wingLength;3,972;mm;
;CR09;Understory;K-0914;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp1;MEL-50;intertegularDistance;1,142;mm;
;CR09;Understory;K-0914;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp1;MEL-50;proboscisLength;1,493;mm;
;CR09;Understory;K-0914;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp1;MEL-50;prementumLength;0,662;mm;
;CR09;Understory;K-0914;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp1;MEL-50;glossaLength;0,831;mm;
;CR09;Understory;K-0915;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp1;MEL-50;weight;0,0037;g;
;CR09;Understory;K-0915;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp1;MEL-50;wingLength;3,743;mm;
;CR09;Understory;K-0915;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp1;MEL-50;intertegularDistance;1,141;mm;
;CR09;Understory;K-0915;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp1;MEL-50;proboscisLength;1,489;mm;
;CR09;Understory;K-0915;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp1;MEL-50;prementumLength;0,633;mm;
;CR09;Understory;K-0915;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp1;MEL-50;glossaLength;0,856;mm;
;CR09;Understory;K-0921;Apidae: Apinae: Meliponini;Paratrigona;Paratrigona lophocoryphe;MEL-70;weight;0,0058;g;
;CR09;Understory;K-0921;Apidae: Apinae: Meliponini;Paratrigona;Paratrigona lophocoryphe;MEL-70;wingLength;3,737;mm;
;CR09;Understory;K-0921;Apidae: Apinae: Meliponini;Paratrigona;Paratrigona lophocoryphe;MEL-70;intertegularDistance;1,328;mm;
;CR09;Understory;K-0921;Apidae: Apinae: Meliponini;Paratrigona;Paratrigona lophocoryphe;MEL-70;proboscisLength;2,515;mm;
;CR09;Understory;K-0921;Apidae: Apinae: Meliponini;Paratrigona;Paratrigona lophocoryphe;MEL-70;prementumLength;0,862;mm;
;CR09;Understory;K-0921;Apidae: Apinae: Meliponini;Paratrigona;Paratrigona lophocoryphe;MEL-70;glossaLength;1,653;mm;
;CR09;Understory;K-0922;Apidae: Apinae: Meliponini;Paratrigona;Paratrigona lophocoryphe;MEL-70;weight;0,0044;g;
;CR09;Understory;K-0922;Apidae: Apinae: Meliponini;Paratrigona;Paratrigona lophocoryphe;MEL-70;wingLength;3,981;mm;
;CR09;Understory;K-0922;Apidae: Apinae: Meliponini;Paratrigona;Paratrigona lophocoryphe;MEL-70;intertegularDistance;1,265;mm;
;CR09;Understory;K-0922;Apidae: Apinae: Meliponini;Paratrigona;Paratrigona lophocoryphe;MEL-70;proboscisLength;2,515;mm;
;CR09;Understory;K-0922;Apidae: Apinae: Meliponini;Paratrigona;Paratrigona lophocoryphe;MEL-70;prementumLength;0,827;mm;
;CR09;Understory;K-0922;Apidae: Apinae: Meliponini;Paratrigona;Paratrigona lophocoryphe;MEL-70;glossaLength;1,688;mm;
;CR09;Understory;K-0924;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp1;MEL-50;weight;0,0043;g;
;CR09;Understory;K-0924;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp1;MEL-50;wingLength;3,646;mm;
;CR09;Understory;K-0924;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp1;MEL-50;intertegularDistance;1,124;mm;
;CR09;Understory;K-0924;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp1;MEL-50;proboscisLength;1,673;mm;
;CR09;Understory;K-0924;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp1;MEL-50;prementumLength;0,681;mm;
;CR09;Understory;K-0924;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp1;MEL-50;glossaLength;0,992;mm;
;OG41;Understory;K-0937;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;weight;0,0443;g;
;OG41;Understory;K-0937;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;wingLength;8,314;mm;
;OG41;Understory;K-0937;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;intertegularDistance;1,974;mm;
;OG41;Understory;K-0937;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;proboscisLength;2,942;mm;
;OG41;Understory;K-0937;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;prementumLength;1,354;mm;
;OG41;Understory;K-0937;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;glossaLength;1,588;mm;
;OG41;Understory;K-0938;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;weight;0,0445;g;
;OG41;Understory;K-0938;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;wingLength;8,803;mm;
;OG41;Understory;K-0938;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;intertegularDistance;2,078;mm;
;OG41;Understory;K-0938;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;proboscisLength;2,798;mm;
;OG41;Understory;K-0938;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;prementumLength;1,293;mm;
;OG41;Understory;K-0938;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;glossaLength;1,505;mm;
;OG41;Understory;K-0939;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;weight;0,0439;g;
;OG41;Understory;K-0939;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;wingLength;8,94;mm;
;OG41;Understory;K-0939;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;intertegularDistance;2,041;mm;
;OG41;Understory;K-0939;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;proboscisLength;3,225;mm;
;OG41;Understory;K-0939;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;prementumLength;1,411;mm;
;OG41;Understory;K-0939;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;glossaLength;1,814;mm;
;OG41;Understory;K-0940;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;weight;0,044;g;
;OG41;Understory;K-0940;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;wingLength;8,588;mm;
;OG41;Understory;K-0940;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;intertegularDistance;2,061;mm;
;OG41;Understory;K-0940;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;proboscisLength;2,813;mm;
;OG41;Understory;K-0940;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;prementumLength;1,338;mm;
;OG41;Understory;K-0940;Apidae: Apinae: Meliponini;Trigona;Trigona silvestriana;MEL-01;glossaLength;1,475;mm;
;OG41;Understory;K-0942;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;weight;0,0183;g;
;OG41;Understory;K-0942;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;wingLength;6,811;mm;
;OG41;Understory;K-0942;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;intertegularDistance;1,536;mm;
;OG41;Understory;K-0942;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;proboscisLength;3,182;mm;
;OG41;Understory;K-0942;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;prementumLength;1,203;mm;
;OG41;Understory;K-0942;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;glossaLength;1,979;mm;
;OG41;Understory;K-0943;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;weight;0,0167;g;
;OG41;Understory;K-0943;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;wingLength;6,854;mm;
;OG41;Understory;K-0943;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;intertegularDistance;1,467;mm;
;OG41;Understory;K-0943;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;proboscisLength;3,068;mm;
;OG41;Understory;K-0943;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;prementumLength;1,169;mm;
;OG41;Understory;K-0943;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;glossaLength;1,899;mm;
;OG41;Understory;K-0944;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;weight;0,0147;g;
;OG41;Understory;K-0944;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;wingLength;7;mm;
;OG41;Understory;K-0944;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;intertegularDistance;1,448;mm;
;OG41;Understory;K-0944;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;proboscisLength;3,202;mm;
;OG41;Understory;K-0944;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;prementumLength;1,208;mm;
;OG41;Understory;K-0944;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;glossaLength;1,994;mm;
;PR23;Understory;K-0095;Apidae: Xylocopinae;Xylocopa;Xylocopa sp;XYL-01;weight;0,67;g;
;PR23;Understory;K-0095;Apidae: Xylocopinae;Xylocopa;Xylocopa sp;XYL-01;wingLength;16,8;mm;
;PR23;Understory;K-0095;Apidae: Xylocopinae;Xylocopa;Xylocopa sp;XYL-01;intertegularDistance;5,5;mm;
;PR23;Understory;K-0095;Apidae: Xylocopinae;Xylocopa;Xylocopa sp;XYL-01;proboscisLength;6,8;mm;
;PR23;Understory;K-0076;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp9 / (Oxystoglossella);HAL-01;weight;0,0096;g;
;PR23;Understory;K-0076;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp9 / (Oxystoglossella);HAL-01;wingLength;4,639;mm;
;PR23;Understory;K-0076;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp9 / (Oxystoglossella);HAL-01;intertegularDistance;1,227;mm;
;PR23;Understory;K-0076;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp9 / (Oxystoglossella);HAL-01;proboscisLength;2,719;mm;
;PR23;Understory;K-0076;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp9 / (Oxystoglossella);HAL-01;prementumLength;1,542;mm;
;PR23;Understory;K-0076;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp9 / (Oxystoglossella);HAL-01;glossaLength;1,177;mm;
;PA57;Understory;K-0210;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp9 / (Oxystoglossella);HAL-01;weight;0,0089;g;
;PA57;Understory;K-0210;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp9 / (Oxystoglossella);HAL-01;wingLength;4,719;mm;
;PA57;Understory;K-0210;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp9 / (Oxystoglossella);HAL-01;intertegularDistance;1,352;mm;
;PA57;Understory;K-0210;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp9 / (Oxystoglossella);HAL-01;proboscisLength;2,828;mm;
;PA57;Understory;K-0210;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp9 / (Oxystoglossella);HAL-01;prementumLength;1,509;mm;
;PA57;Understory;K-0210;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp9 / (Oxystoglossella);HAL-01;glossaLength;1,319;mm;
;PA57;Understory;K-0220;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;weight;0,0026;g;
;PA57;Understory;K-0220;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;wingLength;3,298;mm;
;PA57;Understory;K-0220;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;intertegularDistance;0,966;mm;
;PA57;Understory;K-0220;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;proboscisLength;0,982;mm;
;PA57;Understory;K-0220;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;prementumLength;0,713;mm;
;PA57;Understory;K-0220;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;glossaLength;0,269;mm;
;PA57;Understory;K-0221;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;weight;0,0029;g;
;PA57;Understory;K-0221;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;wingLength;3,087;mm;
;PA57;Understory;K-0221;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;intertegularDistance;0,891;mm;
;PA57;Understory;K-0221;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;proboscisLength;1,013;mm;
;PA57;Understory;K-0221;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;prementumLength;0,752;mm;
;PA57;Understory;K-0221;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;glossaLength;0,261;mm;
;PR33;Understory;K-0330;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;weight;0,0024;g;
;PR33;Understory;K-0330;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;wingLength;3,306;mm;
;PR33;Understory;K-0330;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;intertegularDistance;0,953;mm;
;PR33;Understory;K-0330;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;proboscisLength;1,081;mm;
;PR33;Understory;K-0330;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;prementumLength;0,736;mm;
;PR33;Understory;K-0330;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;glossaLength;0,345;mm;
;CA62;Understory;K-0725;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;weight;0,0026;g;
;CA62;Understory;K-0725;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;wingLength;3,304;mm;
;CA62;Understory;K-0725;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;intertegularDistance;0,919;mm;
;CA62;Understory;K-0725;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;proboscisLength;1,01;mm;
;CA62;Understory;K-0725;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;prementumLength;0,727;mm;
;CA62;Understory;K-0725;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;glossaLength;0,283;mm;
;CA62;Understory;K-0730;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;weight;0,0029;g;
;CA62;Understory;K-0730;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;wingLength;3,237;mm;
;CA62;Understory;K-0730;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;intertegularDistance;0,963;mm;
;CA62;Understory;K-0730;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;proboscisLength;1,081;mm;
;CA62;Understory;K-0730;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;prementumLength;0,765;mm;
;CA62;Understory;K-0730;Halictidae: Halictinae: Augochlorini;Corynura;Corynura (Corynura) sp2;HAL-10;glossaLength;0,316;mm;
;PA57;Understory;K-0211;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp4;HAL-02;weight;0,0081;g;
;PA57;Understory;K-0211;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp4;HAL-02;wingLength;3,912;mm;
;PA57;Understory;K-0211;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp4;HAL-02;intertegularDistance;1,086;mm;
;PA57;Understory;K-0211;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp4;HAL-02;proboscisLength;1,823;mm;
;PA57;Understory;K-0211;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp4;HAL-02;prementumLength;1,223;mm;
;PA57;Understory;K-0211;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp4;HAL-02;glossaLength;0,6;mm;
;CR09;Understory;K-0919;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp8;HAL-07;weight;0,0091;g;
;CR09;Understory;K-0919;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp8;HAL-07;wingLength;4,547;mm;
;CR09;Understory;K-0919;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp8;HAL-07;intertegularDistance;1,171;mm;
;CR09;Understory;K-0919;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp8;HAL-07;proboscisLength;1,509;mm;
;CR09;Understory;K-0919;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp8;HAL-07;prementumLength;1,103;mm;
;CR09;Understory;K-0919;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp8;HAL-07;glossaLength;0,406;mm;
;PR23;Understory;K-0077;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp9 / (Oxystoglossella);HAL-01;weight;0,0085;g;
;PR23;Understory;K-0077;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp9 / (Oxystoglossella);HAL-01;wingLength;4,523;mm;
;PR23;Understory;K-0077;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp9 / (Oxystoglossella);HAL-01;intertegularDistance;1,266;mm;
;PR23;Understory;K-0077;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp9 / (Oxystoglossella);HAL-01;proboscisLength;2,304;mm;
;PR23;Understory;K-0077;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp9 / (Oxystoglossella);HAL-01;prementumLength;1,417;mm;
;PR23;Understory;K-0077;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp9 / (Oxystoglossella);HAL-01;glossaLength;0,887;mm;
;PA57;Understory;K-0203;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;weight;0,0038;g;
;PA57;Understory;K-0203;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;wingLength;3,352;mm;
;PA57;Understory;K-0203;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;intertegularDistance;0,778;mm;
;PA57;Understory;K-0203;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;proboscisLength;1,34;mm;
;PA57;Understory;K-0203;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;prementumLength;0,892;mm;
;PA57;Understory;K-0203;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;glossaLength;0,448;mm;
;PA57;Understory;K-0204;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;weight;0,0042;g;
;PA57;Understory;K-0204;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;wingLength;3,371;mm;
;PA57;Understory;K-0204;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;intertegularDistance;0,853;mm;
;PA57;Understory;K-0204;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;proboscisLength;1,378;mm;
;PA57;Understory;K-0204;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;prementumLength;0,97;mm;
;PA57;Understory;K-0204;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;glossaLength;0,408;mm;
;PA57;Understory;K-0205;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;weight;0,0039;g;
;PA57;Understory;K-0205;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;wingLength;3,452;mm;
;PA57;Understory;K-0205;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;intertegularDistance;0,813;mm;
;PA57;Understory;K-0205;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;proboscisLength;1,333;mm;
;PA57;Understory;K-0205;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;prementumLength;0,93;mm;
;PA57;Understory;K-0205;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;glossaLength;0,403;mm;
;PA57;Understory;K-0206;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;weight;0,0039;g;
;PA57;Understory;K-0206;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;wingLength;3,41;mm;
;PA57;Understory;K-0206;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;intertegularDistance;0,861;mm;
;PA57;Understory;K-0206;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;proboscisLength;1,249;mm;
;PA57;Understory;K-0206;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;prementumLength;0,898;mm;
;PA57;Understory;K-0206;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;glossaLength;0,351;mm;
;PA57;Understory;K-0207;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;weight;0,0034;g;
;PA57;Understory;K-0207;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;wingLength;3,475;mm;
;PA57;Understory;K-0207;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;intertegularDistance;0,84;mm;
;PA57;Understory;K-0207;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;proboscisLength;1,337;mm;
;PA57;Understory;K-0207;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;prementumLength;0,946;mm;
;PA57;Understory;K-0207;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;glossaLength;0,391;mm;
;PA57;Understory;K-0208;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;weight;0,0043;g;
;PA57;Understory;K-0208;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;wingLength;3,422;mm;
;PA57;Understory;K-0208;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;intertegularDistance;0,853;mm;
;PA57;Understory;K-0208;Halictidae: Halictinae: Augochlorini;Augochlora;Augochlora sp11;HAL-03;proboscisLength;1,41;mm;
