Collection date;Plot;Location;Individual;Group;Genus;Species;Morphotype;Trait;Value;Unit;OBS
;PR23;Understory;K-0115;Apidae: Apinae: Meliponini;Tetragonisca;Tetragonisca angustula;MEL-57;prementumLength;0,683;mm;
;PR23;Understory;K-0115;Apidae: Apinae: Meliponini;Tetragonisca;Tetragonisca angustula;MEL-57;glossaLength;0,69;mm;
;PR23;Understory;K-0116;Apidae: Apinae: Meliponini;Tetragonisca;Tetragonisca angustula;MEL-57;weight;0,0028;g;
;PR23;Understory;K-0116;Apidae: Apinae: Meliponini;Tetragonisca;Tetragonisca angustula;MEL-57;wingLength;3,555;mm;
;PR23;Understory;K-0116;Apidae: Apinae: Meliponini;Tetragonisca;Tetragonisca angustula;MEL-57;intertegularDistance;0,908;mm;
;PR23;Understory;K-0116;Apidae: Apinae: Meliponini;Tetragonisca;Tetragonisca angustula;MEL-57;proboscisLength;1,521;mm;
;PR23;Understory;K-0116;Apidae: Apinae: Meliponini;Tetragonisca;Tetragonisca angustula;MEL-57;prementumLength;0,678;mm;
;PR23;Understory;K-0116;Apidae: Apinae: Meliponini;Tetragonisca;Tetragonisca angustula;MEL-57;glossaLength;0,843;mm;
;PR23;Understory;K-0117;Apidae: Apinae: Meliponini;Tetragonisca;Tetragonisca angustula;MEL-57;weight;0,0031;g;
;PR23;Understory;K-0117;Apidae: Apinae: Meliponini;Tetragonisca;Tetragonisca angustula;MEL-57;wingLength;3,623;mm;
;PR23;Understory;K-0117;Apidae: Apinae: Meliponini;Tetragonisca;Tetragonisca angustula;MEL-57;intertegularDistance;0,983;mm;
;PR23;Understory;K-0117;Apidae: Apinae: Meliponini;Tetragonisca;Tetragonisca angustula;MEL-57;proboscisLength;1,484;mm;
;PR23;Understory;K-0117;Apidae: Apinae: Meliponini;Tetragonisca;Tetragonisca angustula;MEL-57;prementumLength;0,714;mm;
;PR23;Understory;K-0117;Apidae: Apinae: Meliponini;Tetragonisca;Tetragonisca angustula;MEL-57;glossaLength;0,77;mm;
;PR23;Understory;K-0134;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;weight;0,0159;g;
;PR23;Understory;K-0134;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;wingLength;5,926;mm;
;PR23;Understory;K-0134;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;intertegularDistance;1,316;mm;
;PR23;Understory;K-0134;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;proboscisLength;1,554;mm;
;PR23;Understory;K-0134;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;prementumLength;0,84;mm;
;PR23;Understory;K-0134;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;glossaLength;0,714;mm;
;PR23;Understory;K-0135;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;weight;0,0167;g;
;PR23;Understory;K-0135;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;wingLength;5,384;mm;
;PR23;Understory;K-0135;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;intertegularDistance;1,335;mm;
;PR23;Understory;K-0135;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;proboscisLength;1,264;mm;
;PR23;Understory;K-0135;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;prementumLength;0,645;mm;
;PR23;Understory;K-0135;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;glossaLength;0,619;mm;
;PR23;Understory;K-0136;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;weight;0,016;g;
;PR23;Understory;K-0136;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;wingLength;5,797;mm;
;PR23;Understory;K-0136;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;intertegularDistance;1,297;mm;
;PR23;Understory;K-0136;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;proboscisLength;1,461;mm;
;PR23;Understory;K-0136;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;prementumLength;0,841;mm;
;PR23;Understory;K-0136;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;glossaLength;0,62;mm;
;PR23;Understory;K-0137;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;weight;0,0135;g;
;PR23;Understory;K-0137;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;wingLength;5,947;mm;
;PR23;Understory;K-0137;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;intertegularDistance;1,337;mm;
;PR23;Understory;K-0137;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;proboscisLength;1,548;mm;
;PR23;Understory;K-0137;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;prementumLength;0,817;mm;
;PR23;Understory;K-0137;Apidae: Apinae: Meliponini;Tetragona;Tetragona perangulata;MEL-11;glossaLength;0,731;mm;
;PR23;Understory;K-0147;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;weight;0,0172;g;
;PR23;Understory;K-0147;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;wingLength;6,679;mm;
;PR23;Understory;K-0147;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;intertegularDistance;1,549;mm;
;PR23;Understory;K-0147;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;proboscisLength;2,976;mm;
;PR23;Understory;K-0147;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;prementumLength;1,182;mm;
;PR23;Understory;K-0147;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;glossaLength;1,794;mm;
;PR23;Understory;K-0148;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;weight;0,0145;g;
;PR23;Understory;K-0148;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;wingLength;7,02;mm;
;PR23;Understory;K-0148;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;intertegularDistance;1,48;mm;
;PR23;Understory;K-0148;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;proboscisLength;3,197;mm;
;PR23;Understory;K-0148;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;prementumLength;1,17;mm;
;PR23;Understory;K-0148;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;glossaLength;2,027;mm;
;PR23;Understory;K-0150;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;weight;0,0012;g;
;PR23;Understory;K-0150;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;wingLength;2,459;mm;
;PR23;Understory;K-0150;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;intertegularDistance;0,766;mm;
;PR23;Understory;K-0150;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;proboscisLength;0,969;mm;
;PR23;Understory;K-0150;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;prementumLength;0,484;mm;
;PR23;Understory;K-0150;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;glossaLength;0,485;mm;
;PR23;Understory;K-0151;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;weight;0,0012;g;
;PR23;Understory;K-0151;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;wingLength;2,163;mm;
;PR23;Understory;K-0151;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;intertegularDistance;0,734;mm;
;PR23;Understory;K-0151;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;proboscisLength;0,898;mm;
;PR23;Understory;K-0151;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;prementumLength;0,464;mm;
;PR23;Understory;K-0151;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;glossaLength;0,434;mm;
;PR23;Understory;K-0152;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;weight;0,0014;g;
;PR23;Understory;K-0152;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;wingLength;2,559;mm;
;PR23;Understory;K-0152;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;intertegularDistance;0,779;mm;
;PR23;Understory;K-0152;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;proboscisLength;0,924;mm;
;PR23;Understory;K-0152;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;prementumLength;0,488;mm;
;PR23;Understory;K-0152;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;glossaLength;0,436;mm;
;PR23;Understory;K-0153;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;weight;0,0018;g;
;PR23;Understory;K-0153;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;wingLength;2,742;mm;
;PR23;Understory;K-0153;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;intertegularDistance;0,91;mm;
;PR23;Understory;K-0153;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;proboscisLength;1,192;mm;
;PR23;Understory;K-0153;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;prementumLength;0,583;mm;
;PR23;Understory;K-0153;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;glossaLength;0,609;mm;
;PR23;Understory;K-0154;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;weight;0,0012;g;
;PR23;Understory;K-0154;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;wingLength;2,333;mm;
;PR23;Understory;K-0154;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;intertegularDistance;0,777;mm;
;PR23;Understory;K-0154;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;proboscisLength;1,007;mm;
;PR23;Understory;K-0154;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;prementumLength;0,487;mm;
;PR23;Understory;K-0154;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;glossaLength;0,52;mm;
;PR23;Understory;K-0155;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;weight;0,001;g;
;PR23;Understory;K-0155;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;wingLength;2,152;mm;
;PR23;Understory;K-0155;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;intertegularDistance;0,792;mm;
;PR23;Understory;K-0155;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;proboscisLength;1,044;mm;
;PR23;Understory;K-0155;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;prementumLength;0,526;mm;
;PR23;Understory;K-0155;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;glossaLength;0,518;mm;
;PR23;Understory;K-0156;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;weight;0,0019;g;
;PR23;Understory;K-0156;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;wingLength;2,856;mm;
;PR23;Understory;K-0156;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;intertegularDistance;0,959;mm;
;PR23;Understory;K-0156;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;proboscisLength;1,199;mm;
;PR23;Understory;K-0156;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;prementumLength;0,568;mm;
;PR23;Understory;K-0156;Apidae: Apinae: Meliponini;Trigonisca;Trigonisca cf buyssoni;MEL-13;glossaLength;0,631;mm;
;PR23;Understory;K-0159;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;weight;0,0132;g;
;PR23;Understory;K-0159;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;wingLength;5,728;mm;
;PR23;Understory;K-0159;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;intertegularDistance;1,297;mm;
;PR23;Understory;K-0159;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;proboscisLength;2,669;mm;
;PR23;Understory;K-0159;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;prementumLength;1,108;mm;
;PR23;Understory;K-0159;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;glossaLength;1,561;mm;
;PR23;Understory;K-0160;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;weight;0,0136;g;
;PR23;Understory;K-0160;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;wingLength;5,999;mm;
;PR23;Understory;K-0160;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;intertegularDistance;1,393;mm;
;PR23;Understory;K-0160;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;proboscisLength;2,801;mm;
;PR23;Understory;K-0160;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;prementumLength;1,098;mm;
;PR23;Understory;K-0160;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;glossaLength;1,703;mm;
;PR23;Understory;K-0161;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;weight;0,0117;g;
;PR23;Understory;K-0161;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;wingLength;5,537;mm;
;PR23;Understory;K-0161;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;intertegularDistance;1,313;mm;
;PR23;Understory;K-0161;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;proboscisLength;2,548;mm;
;PR23;Understory;K-0161;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;prementumLength;1,062;mm;
;PR23;Understory;K-0161;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;glossaLength;1,486;mm;
;PR23;Understory;K-0162;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;weight;0,0124;g;
;PR23;Understory;K-0162;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;wingLength;6,09;mm;
;PR23;Understory;K-0162;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;intertegularDistance;1,354;mm;
;PR23;Understory;K-0162;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;proboscisLength;2,795;mm;
;PR23;Understory;K-0162;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;prementumLength;1,142;mm;
;PR23;Understory;K-0162;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;glossaLength;1,653;mm;
;PR23;Understory;K-0178;Apidae: Apinae: Meliponini;Nannotrigona;Nannotrigona mellaria;MEL-27;weight;0,0062;g;
;PR23;Understory;K-0178;Apidae: Apinae: Meliponini;Nannotrigona;Nannotrigona mellaria;MEL-27;wingLength;4,332;mm;
;PR23;Understory;K-0178;Apidae: Apinae: Meliponini;Nannotrigona;Nannotrigona mellaria;MEL-27;intertegularDistance;1,276;mm;
;PR23;Understory;K-0178;Apidae: Apinae: Meliponini;Nannotrigona;Nannotrigona mellaria;MEL-27;proboscisLength;1,862;mm;
;PR23;Understory;K-0178;Apidae: Apinae: Meliponini;Nannotrigona;Nannotrigona mellaria;MEL-27;prementumLength;0,841;mm;
;PR23;Understory;K-0178;Apidae: Apinae: Meliponini;Nannotrigona;Nannotrigona mellaria;MEL-27;glossaLength;1,021;mm;
;CR13;Understory;K-0241;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp2;MEL-17;weight;0,0032;g;
;CR13;Understory;K-0241;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp2;MEL-17;wingLength;3,475;mm;
;CR13;Understory;K-0241;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp2;MEL-17;intertegularDistance;1,16;mm;
;CR13;Understory;K-0241;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp2;MEL-17;proboscisLength;1,743;mm;
;CR13;Understory;K-0241;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp2;MEL-17;prementumLength;0,686;mm;
;CR13;Understory;K-0241;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp2;MEL-17;glossaLength;1,057;mm;
;CR13;Understory;K-0243;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp2;MEL-17;weight;0,0045;g;
;CR13;Understory;K-0243;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp2;MEL-17;wingLength;3,782;mm;
;CR13;Understory;K-0243;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp2;MEL-17;intertegularDistance;1,197;mm;
;CR13;Understory;K-0243;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp2;MEL-17;proboscisLength;1,714;mm;
;CR13;Understory;K-0243;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp2;MEL-17;prementumLength;0,704;mm;
;CR13;Understory;K-0243;Apidae: Apinae: Meliponini;Plebeia;Plebeia sp2;MEL-17;glossaLength;1,01;mm;
;CR13;Understory;K-0245;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;weight;0,0119;g;
;CR13;Understory;K-0245;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;wingLength;6,135;mm;
;CR13;Understory;K-0245;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;intertegularDistance;1,379;mm;
;CR13;Understory;K-0245;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;proboscisLength;2,764;mm;
;CR13;Understory;K-0245;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;prementumLength;1,097;mm;
;CR13;Understory;K-0245;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;glossaLength;1,667;mm;
;CR13;Understory;K-0246;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;weight;0,0125;g;
;CR13;Understory;K-0246;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;wingLength;6,133;mm;
;CR13;Understory;K-0246;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;intertegularDistance;1,406;mm;
;CR13;Understory;K-0246;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;proboscisLength;2,838;mm;
;CR13;Understory;K-0246;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;prementumLength;1,063;mm;
;CR13;Understory;K-0246;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;glossaLength;1,775;mm;
;CR13;Understory;K-0247;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;weight;0,0129;g;
;CR13;Understory;K-0247;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;wingLength;5,981;mm;
;CR13;Understory;K-0247;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;intertegularDistance;1,367;mm;
;CR13;Understory;K-0247;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;proboscisLength;2,674;mm;
;CR13;Understory;K-0247;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;prementumLength;1,03;mm;
;CR13;Understory;K-0247;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;glossaLength;1,644;mm;
;CR13;Understory;K-0248;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;weight;0,0116;g;
;CR13;Understory;K-0248;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;wingLength;6,092;mm;
;CR13;Understory;K-0248;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;intertegularDistance;1,404;mm;
;CR13;Understory;K-0248;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;proboscisLength;2,755;mm;
;CR13;Understory;K-0248;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;prementumLength;1,068;mm;
;CR13;Understory;K-0248;Apidae: Apinae: Meliponini;Trigona;Trigona ferricauda;MEL-55;glossaLength;1,687;mm;
;CR13;Understory;K-0250;Apidae: Apinae: Meliponini;Trigona;Trigona fuscipennis;MEL-14;weight;0,0116;g;
;CR13;Understory;K-0250;Apidae: Apinae: Meliponini;Trigona;Trigona fuscipennis;MEL-14;wingLength;5,518;mm;
;CR13;Understory;K-0250;Apidae: Apinae: Meliponini;Trigona;Trigona fuscipennis;MEL-14;intertegularDistance;1,426;mm;
;CR13;Understory;K-0250;Apidae: Apinae: Meliponini;Trigona;Trigona fuscipennis;MEL-14;proboscisLength;1,626;mm;
;CR13;Understory;K-0250;Apidae: Apinae: Meliponini;Trigona;Trigona fuscipennis;MEL-14;prementumLength;0,78;mm;
;CR13;Understory;K-0250;Apidae: Apinae: Meliponini;Trigona;Trigona fuscipennis;MEL-14;glossaLength;0,846;mm;
;CR13;Understory;K-0257;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;weight;0,017;g;
;CR13;Understory;K-0257;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;wingLength;7,172;mm;
;CR13;Understory;K-0257;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;intertegularDistance;1,487;mm;
;CR13;Understory;K-0257;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;proboscisLength;3,117;mm;
;CR13;Understory;K-0257;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;prementumLength;1,216;mm;
;CR13;Understory;K-0257;Apidae: Apinae: Meliponini;Trigona;Trigona guianae;MEL-14;glossaLength;1,901;mm;
;OG45;Understory;K-0274;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;weight;0,0263;g;
;OG45;Understory;K-0274;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;wingLength;7,252;mm;
;OG45;Understory;K-0274;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;intertegularDistance;1,725;mm;
;OG45;Understory;K-0274;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;proboscisLength;3,828;mm;
;OG45;Understory;K-0274;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;prementumLength;1,287;mm;
;OG45;Understory;K-0274;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;glossaLength;2,541;mm;
;OG45;Understory;K-0275;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;weight;0,0228;g;
;OG45;Understory;K-0275;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;wingLength;6,975;mm;
;OG45;Understory;K-0275;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;intertegularDistance;1,702;mm;
;OG45;Understory;K-0275;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;proboscisLength;3,11;mm;
;OG45;Understory;K-0275;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;prementumLength;1,159;mm;
;OG45;Understory;K-0275;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;glossaLength;1,951;mm;
;OG45;Understory;K-0277;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;weight;0,0158;g;
;OG45;Understory;K-0277;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;wingLength;6,263;mm;
;OG45;Understory;K-0277;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;intertegularDistance;1,874;mm;
;OG45;Understory;K-0277;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;proboscisLength;3,209;mm;
;OG45;Understory;K-0277;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;prementumLength;1,23;mm;
;OG45;Understory;K-0277;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;glossaLength;1,979;mm;
;OG45;Understory;K-0278;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;weight;0,0182;g;
;OG45;Understory;K-0278;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;wingLength;6,754;mm;
;OG45;Understory;K-0278;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;intertegularDistance;1,741;mm;
;OG45;Understory;K-0278;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;proboscisLength;3,277;mm;
;OG45;Understory;K-0278;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;prementumLength;1,221;mm;
;OG45;Understory;K-0278;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;glossaLength;2,056;mm;
;OG45;Understory;K-0279;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;weight;0,0178;g;
;OG45;Understory;K-0279;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;wingLength;7,203;mm;
;OG45;Understory;K-0279;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;intertegularDistance;1,835;mm;
;OG45;Understory;K-0279;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;proboscisLength;3,305;mm;
;OG45;Understory;K-0279;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;prementumLength;1,303;mm;
;OG45;Understory;K-0279;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;glossaLength;2,002;mm;
;OG45;Understory;K-0280;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;weight;0,0202;g;
;OG45;Understory;K-0280;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;wingLength;7,135;mm;
;OG45;Understory;K-0280;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;intertegularDistance;1,714;mm;
;OG45;Understory;K-0280;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;proboscisLength;3,359;mm;
;OG45;Understory;K-0280;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;prementumLength;1,264;mm;
;OG45;Understory;K-0280;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;glossaLength;2,095;mm;
;OG45;Understory;K-0281;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;weight;0,0201;g;
;OG45;Understory;K-0281;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;wingLength;7,124;mm;
;OG45;Understory;K-0281;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;intertegularDistance;1,738;mm;
;OG45;Understory;K-0281;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;proboscisLength;3,298;mm;
;OG45;Understory;K-0281;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;prementumLength;1,243;mm;
;OG45;Understory;K-0281;Apidae: Apinae: Meliponini;Partamona;Partamona sp;MEL-71;glossaLength;2,055;mm;
